link,date,summary
https://vtv.vn/kinh-te/thu-ngan-sach-tu-xuat-nhap-khau-giam-42-20240404101042895.htm,04/04/2024,"Ngày 3/4, Tổng cục Hải quan cho biết, thu ngân sách nhà nước quý I/2024 đạt 88.354 tỷ đồng, đạt 26,3% dự toán được giao, giảm 4,2% so với cùng kỳ năm 2023."
https://vtv.vn/kinh-te/so-luong-ty-phu-nga-dat-ky-luc-20240404092230614.htm,04/04/2024,Số lượng tỷ phú Nga trong danh sách mới nhất của Forbes đã đạt kỷ lục lịch sử là 125 người.
https://vtv.vn/kinh-te/gia-vang-the-gioi-xo-do-moi-ky-luc-20240404095954335.htm,04/04/2024,"Sáng 4/4, giá vàng thế giới lập đỉnh mới sau phát biểu của Chủ tịch Cục Dự trữ liên bang Mỹ (Fed) Jerome Powell."
https://vtv.vn/kinh-te/khoi-ngoai-va-ky-vong-nang-hang-20240403233349287.htm,04/04/2024,"Nút thắt ký quỹ trước giao dịch Prefunding với nhà đầu tư ngoại đang dần được gỡ bỏ với những đề xuất rất cụ thể từ phía cơ quan quản lý, chỉ chờ ngày được thông qua."
https://vtv.vn/kinh-te/sua-doi-quy-dinh-ky-quy-dap-ung-tieu-chi-nang-hang-thi-truong-20240403231701578.htm,04/04/2024,Nhà đầu tư tổ chức nước ngoài không cần đủ 100% tiền trước khi đặt lệnh. Cần có đủ tiền trước thời điểm thành viên lưu ký xác nhận kết quả giao dịch và nghĩa vụ thanh toán
https://vtv.vn/kinh-te/opec-tiep-tuc-giu-nguyen-chinh-sach-san-luong-20240404100504202.htm,04/04/2024,Một cuộc họp của các bộ trưởng cấp cao của OPEC+ đã quyết định giữ nguyên chính sách sản lượng dầu.
https://vtv.vn/kinh-te/gia-dau-the-gioi-cao-nhat-trong-5-thang-20240404092548509.htm,04/04/2024,"Trong phiên giao dịch 3/4, giá dầu thế giới đóng cửa ở mức cao nhất kể từ tháng 10, khi nhà đầu tư lo ngại về tình trạng gián đoạn nguồn cung do xung đột tại Trung Đông."
https://vtv.vn/kinh-te/gia-vang-tang-soc-vang-nhan-lap-ky-luc-20240404094451542.htm,04/04/2024,"Sáng nay (4/4), các thương hiệu vàng trong nước điều chỉnh tăng mạnh, đặc biệt giá vàng nhẫn lập kỷ lục mới 72,40 triệu đồng/lượng chiều bán ra."
https://vtv.vn/kinh-te/thi-truong-vang-cho-doi-chinh-sach-quan-ly-moi-20240403203755594.htm,04/04/2024,"Các chính sách về quản lý thị trường vàng trong nước vẫn đang được bàn thảo, nghiên cứu để thị trường vận động minh bạch, liên thông với thế giới."
https://vtv.vn/kinh-te/linh-hoat-co-che-dieu-hanh-ty-gia-dam-bao-su-on-dinh-20240403235242013.htm,04/04/2024,"Việc điều hành tỷ giá sẽ được Ngân hàng Nhà nước thực hiện theo cơ chế điều hành linh hoạt. Dù tỷ giá có thể lên – xuống, đủ nguồn tiền, đảm bảo trạng thái ngoại tệ dương."
https://vtv.vn/kinh-te/pvoil-da-phat-hanh-tro-lai-hoa-don-dien-tu-xang-dau-sau-vu-tan-cong-mang-2024040319012836.htm,03/04/2024,PVOIL đã phát hành hóa đơn điện tử trở lại vào chiều nay (3/4). Hệ thống quản lý và phát hành hóa đơn điện tử của PVOIL dự kiến sẽ hoạt động bình thường vào cuối tuần này.
https://vtv.vn/kinh-te/gia-vang-the-gioi-lap-ky-luc-moi-20240403190741989.htm,03/04/2024,"Trong phiên giao dịch chiều 3/4, giá vàng thế giới tiếp tục lập kỷ lục do lo ngại về áp lực lạm phát đã thúc đẩy nhu cầu mua vàng phòng ngừa rủi ro."
https://vtv.vn/kinh-te/san-pham-ca-ngu-duoc-xuat-khau-sang-80-thi-truong-20240403191751656.htm,03/04/2024,"Trong quý I/2024, các sản phẩm cá ngừ đã xuất được sang hơn 80 thị trường, trong khi năm ngoái là 70 thị trường."
https://vtv.vn/kinh-te/sau-rieng-viet-nam-chiem-gan-32-thi-phan-tai-trung-quoc-20240403195155962.htm,03/04/2024,"Mặc dù mới xuất khẩu từ tháng 9/2022, nhưng sầu riêng Việt Nam cũng đã chiếm được 31,8% thị phần tại thị trường Trung Quốc và chỉ đứng sau Thái Lan (chiếm 68% thị phần)."
https://vtv.vn/kinh-te/nang-tam-nong-san-viet-qua-kenh-thuong-mai-dien-tu-20240403155748131.htm,03/04/2024,"Chợ phiên OCOP đã có hơn 800 phiên livestream, 1,4 tỷ lượt xem, đạt hơn 100 tỷ đồng, hỗ trợ cho hơn 3.000 chủ thể OCOP trên cả nước làm quen với kinh doanh trực tuyến."
https://vtv.vn/kinh-te/vu-boc-hoi-tien-ty-tai-ngan-hang-msb-ai-chiu-trach-nhiem-20240403174532886.htm,03/04/2024,Phó Thống đốc Ngân hàng Nhà nước Đào Minh Tú nhấn mạnh nguyên tắc là quyền lợi chính đáng của khách hàng thì luôn được bảo vệ.
https://vtv.vn/kinh-te/canh-bao-nguy-co-canada-ap-thue-phong-ve-thuong-mai-voi-dinh-oc-20240403143350139.htm,03/04/2024,"Cục Phòng vệ thương mại khuyến nghị Hiệp hội, doanh nghiệp liên quan cần rà soát lại việc xuất khẩu đinh ốc carbon sang thị trường Canada."
https://vtv.vn/kinh-te/dong-yen-nhat-ban-co-the-truot-xuong-160-yen-usd-2024040314433656.htm,03/04/2024,"Theo ngân hàng Bank of America Corp, đồng Yen Nhật Bản có thể trượt xuống mức 160 Yen đổi 1 USD nếu Fed chậm trễ trong việc cắt giảm lãi suất vào năm nay."
https://vtv.vn/kinh-te/gia-dau-brent-huong-toi-nguong-90-usd-thung-20240403144814379.htm,03/04/2024,"Khép phiên 2/4, giá dầu Brent biển bắc giao tháng 6/2024 tăng 1,50 USD."
https://vtv.vn/kinh-te/quy-mo-kinh-te-so-dong-nam-a-du-kien-dat-600-ty-usd-vao-nam-2030-20240403150016985.htm,03/04/2024,"Đông Nam Á là một trong những khu vực mà kinh tế số tăng trưởng nhanh nhất thế giới, đạt tổng giá trị giao dịch 218 tỷ USD trong năm 2023."
https://vtv.vn/kinh-te/them-co-hoi-giam-lai-suat-cho-vay-2024040315083611.htm,03/04/2024,"Bên cạnh lãi suất, các ngân hàng còn đưa thêm chính sách hỗ trợ riêng cho từng nhóm ngành nghề, hoặc hỗ trợ cho vay theo chuỗi sản xuất..."
https://vtv.vn/kinh-te/vn-index-mat-gan-16-diem-20240403165818673.htm,03/04/2024,"Thị trường chứng khoán giảm sâu phiên hôm nay 3/4, giữa bối cảnh tỷ giá giữa đồng Việt Nam và đồng USD tăng mạnh, vượt 25.000 đồng/ USD."
https://vtv.vn/kinh-te/thu-tuong-bao-dam-day-du-dieu-kien-de-trien-khai-che-do-tien-luong-moi-tu-1-7-20240403144247276.htm,03/04/2024,"Thủ tướng cũng yêu cầu đẩy mạnh huy động mọi nguồn lực thúc đẩy sản xuất kinh doanh, tạo việc làm, sinh kế cho người dân."
https://vtv.vn/kinh-te/nhieu-du-an-chung-cu-ha-hoi-tang-hon-30-gia-sau-mot-nam-20240403101611159.htm,03/04/2024,"Theo dữ liệu của sàn giao dịch batdongsan.com.vn, nhiều dự án chung cư tại Hà Nội tăng giá đến 33% so với cùng kỳ năm 2023."
https://vtv.vn/kinh-te/hoa-don-dien-tu-minh-bach-thi-truong-xang-dau-20240403103639579.htm,03/04/2024,"Bắt đầu từ tháng 4, các cửa hàng xăng dầu bắt buộc phải thực hiện việc xuất hóa đơn điện tử sau mỗi lần bán hàng, nếu không sẽ phải đóng cửa theo quy định."
https://vtv.vn/kinh-te/ly-do-vang-tien-sau-vao-vung-ky-luc-20240403123820538.htm,03/04/2024,"Giá vàng đã được đẩy lên cao trong vài tháng qua do lạm phát ngày càng tăng tại Mỹ, cũng như những bất ổn địa chính trị gia tăng."
https://vtv.vn/kinh-te/vang-nhan-sat-moc-72-trieu-dong-luong-20240403125900636.htm,03/04/2024,"Cùng với diễn biến đà tăng dựng đứng của giá vàng SJC, giá vàng nhẫn 999.9 hôm nay tăng mạnh."
https://vtv.vn/kinh-te/3-loai-tien-luong-dong-loat-tang-tu-ngay-1-7-2024-2024040313104583.htm,03/04/2024,"Khi cải cách tiền lương, mức lương trung bình của công chức, viên chức có mức khởi điểm với hệ số 2,68."
https://vtv.vn/kinh-te/som-thuc-hien-dau-tu-nang-cap-cac-tuyen-duong-bo-cao-toc-20240403112614528.htm,03/04/2024,"Hiện không ít tuyến cao tốc đã vượt quá lưu lượng xe thiết kế, đòi hỏi phải được tiếp tục đầu tư, nâng cấp, mở rộng để phù hợp với nhu cầu vận tải."
https://vtv.vn/kinh-te/luong-xe-ban-giao-cua-tesla-giam-lan-dau-tien-sau-gan-4-nam-20240403092105122.htm,03/04/2024,"Ngày 2/4, giá trị vốn hóa của Tesla ""bốc hơi"" khoảng 30 tỷ USD sau khi hãng này công bố số lượng giao hàng quý I."
https://vtv.vn/kinh-te/chung-khoan-my-tang-truong-manh-20240403110047776.htm,03/04/2024,"Nhìn lại cả quý I/2024, chứng khoán Mỹ đã có sự tăng trưởng mạnh. Và sự tăng trưởng liên tục của thị trường chứng khoán Mỹ đã khiến nhiều người đặt câu hỏi."
https://vtv.vn/kinh-te/gia-vang-tang-manh-20240403095214035.htm,03/04/2024,"Cùng đà tăng với giá vàng thế giới, sáng 3/4, giá vàng nhẫn và SJC đồng loạt tăng."
https://vtv.vn/kinh-te/viet-nam-co-6-ti-phu-do-la-20240403092847695.htm,03/04/2024,"Tạp chí Forbes (Mỹ) vừa công bố danh sách tỉ phú thế giới năm 2024, trong đó Việt Nam vẫn có 6 đại diện như năm trước đó."
https://vtv.vn/kinh-te/nganh-do-an-nhanh-california-truoc-quy-dinh-tang-luong-toi-thieu-20240402231811279.htm,03/04/2024,Bang California vừa chính thức nâng lương tối thiểu cho các lao động trong lĩnh vực nhà hàng đồ ăn nhanh lên mức 20 USD/giờ từ mức 16USD/giờ.
https://vtv.vn/kinh-te/8-khoan-phu-cap-giao-vien-duoc-nhan-tu-1-7-2024-20240403091447284.htm,03/04/2024,"Từ ngày 1/7/2024, chế độ phụ cấp cho giáo viên sẽ được sắp lại theo tinh thần của Nghị quyết 27-NQ/TW của Ban Chấp hành Trung ương về cải cách chính sách tiền lương."
https://vtv.vn/kinh-te/doanh-nghiep-fdi-tang-dau-tu-theo-tieu-chi-xanh-2024040222565481.htm,03/04/2024,Thu hút dòng vốn FDI xanh một cách hiệu quả kỳ vọng sẽ tác động tích cực lên nhiều phương diện của nền kinh tế.
https://vtv.vn/kinh-te/hoa-don-dien-tu-giup-chong-gian-lan-buon-lau-xang-dau-20240402232935562.htm,03/04/2024,"Tính đến ngày 31/3, toàn quốc đã có 15.928 cửa hàng bán lẻ xăng dầu phát hành hóa đơn điện tử từng lần bán hàng, chiếm 99,96%."
https://vtv.vn/kinh-te/som-hoan-thien-ha-tang-chinh-sach-ho-tro-fdi-xanh-20240402230802946.htm,03/04/2024,Bộ trưởng Bộ Kế hoạch và Đầu tư cho biết cần có được Bộ Tiêu chí khoa học về phân loại xanh quốc gia. Đây là hành lang pháp lý để doanh nghiệp phát triển xanh thuận lợi.
https://vtv.vn/kinh-te/tong-cuc-thue-ho-tro-he-thong-hoa-don-dien-tu-cua-pvoil-som-hoat-dong-lai-20240402233551671.htm,03/04/2024,Tổng cục Thuế tạm thời đóng cổng kết nối trực tiếp với PVOIL và sẽ mở lại khi hệ thống PVOIL đã được khắc phục.
https://vtv.vn/kinh-te/he-thong-cong-nghe-thong-tin-cua-pvoil-bi-gian-doan-do-tan-cong-mang-20240402190701655.htm,02/04/2024,"Ngày 2/4, hệ thống công nghệ thông tin của Tổng công ty Dầu Việt Nam CTCP (PVOIL) bị tấn công có chủ đích theo hình thức mã hóa dữ liệu (ransomware)."
https://vtv.vn/kinh-te/giai-bai-toan-nha-o-xa-hoi-nam-tren-giay-20240402193602424.htm,02/04/2024,"Các cơ quan chức năng từ Trung Ương đến địa phương phải làm sao để gỡ nốt các vướng mắc, thúc đẩy được những dự án nhà ở xã hội tái khởi động."
https://vtv.vn/kinh-te/rao-can-cua-xuat-khau-tom-20240402203932851.htm,02/04/2024,"Bước qua quý I năm nay, ngành tôm đã có sự chuyển biến rõ rệt. Tuy nhiên, rào cản và thách thức cho ngành tôm vẫn không hề nhỏ."
https://vtv.vn/kinh-te/tiep-can-tin-dung-uu-dai-lieu-co-kho-20240402150348881.htm,02/04/2024,"Quỹ Phát triển doanh nghiệp nhỏ và vừa (Bộ Kế hoạch và Đầu tư) thực hiện hỗ trợ doanh nghiệp nhỏ và vừa vay vốn với mức lãi suất ưu đãi từ 1,2-4,4%/năm."
https://vtv.vn/kinh-te/ket-luan-so-bo-vu-dieu-tra-chong-tro-cap-tom-nuoc-am-dong-lanh-tu-viet-nam-20240402151214845.htm,02/04/2024,"Cục Phòng vệ thương mại cho biết, Bộ Thương mại Hoa Kỳ đã ban hành kết luận sơ bộ vụ việc điều tra chống trợ cấp tôm nước ấm đông lạnh xuất xứ từ Việt Nam."
https://vtv.vn/kinh-te/xuat-khau-ot-chinh-ngach-sang-thi-truong-han-quoc-20240402141605985.htm,02/04/2024,"Lần đầu tiên tỉnh Hòa Bình đã xuất khẩu 7,5 tấn ớt muối chua sang thị trường Hàn Quốc, mở ra cánh cửa tiềm năng về xuất khẩu ớt chế biến thay vì xuất thô như trước."
https://vtv.vn/kinh-te/du-kien-bo-sung-nhieu-quy-dinh-moi-ve-hoan-thue-gtgt-20240402153836732.htm,02/04/2024,"Tạo dự thảo Luật thuế giá trị gia tăng (sửa đổi), Bộ Tài chính đề xuất sửa đổi, bãi bỏ, bổ sung nhiều quy định mới về hoàn thuế giá trị gia tăng (GTGT)."
https://vtv.vn/kinh-te/fed-co-the-manh-tay-ha-lai-suat-neu-nen-kinh-te-tiep-tuc-yeu-di-20240402154236987.htm,02/04/2024,Quý II/2024 có thể xuất hiện những động lực mới thúc đẩy Cục Dự trữ liên bang Mỹ (Fed) tiến hành cắt giảm lãi suất sâu hơn trong năm nay.
https://vtv.vn/kinh-te/chuyen-doi-so-cang-bien-giup-tiet-kiem-chi-phi-cho-doanh-nghiep-20240402163502678.htm,02/04/2024,"Đầu tư phát triển hạ tầng giao thông, hạ tầng cảng biển để việc xuất nhập khẩu hàng hóa được thông suốt là một mục tiêu trọng tâm để phát triển kinh tế."
https://vtv.vn/kinh-te/cuoc-van-tai-bien-tang-phi-ma-doanh-nghiep-xuat-khau-gap-kho-20240331204546881.htm,01/04/2024,Cước vận tải biển quốc tế tăng phi mã đang là vấn đề đau đầu của các doanh nghiệp xuất khẩu hiện nay.
https://vtv.vn/kinh-te/grdp-tp-ho-chi-minh-tang-654-trong-quy-i-20240401205451689.htm,01/04/2024,"Trong 3 tháng đầu năm, GRDP TP Hồ Chí Minh tăng hơn 6,5% sẽ là nền tảng tạo tiền đề cho tăng trưởng kinh tế ở các quý tiếp theo, giúp TP hoàn thành các mục tiêu KT-XH."
https://vtv.vn/kinh-te/du-bao-trung-quoc-la-nen-kinh-te-so-1-the-gioi-vao-nam-2035-20240401210817135.htm,01/04/2024,Trung Quốc sẽ vượt Mỹ trở thành nền kinh tế lớn nhất thế giới vào năm 2035.
https://vtv.vn/kinh-te/ha-noi-dat-do-nhat-ca-nuoc-20240401154200897.htm,01/04/2024,"Theo Tổng cục Thống kê, Hà Nội tiếp tục là địa phương có mức sống cao nhất cả nước, TP Hồ Chí Minh vượt Quảng Ninh để xếp thứ 2."
https://vtv.vn/kinh-te/gia-vang-the-gioi-cham-muc-cao-ky-luc-20240401143523399.htm,01/04/2024,Giá vàng đã tăng lên ngưỡng kỷ lục mới bởi kỳ vọng Fed cắt giảm lãi suất sẽ khiến vàng trở thành hầm trú ẩn an toàn.
https://vtv.vn/kinh-te/thanh-toan-qua-qr-code-tang-gan-900-20240401111755914.htm,01/04/2024,Thanh toán không dùng tiền mặt và thanh toán điện tử ở Việt Nam đang ngày càng phát triển mạnh.
https://vtv.vn/kinh-te/thao-go-rao-can-su-dung-dat-nong-nghiep-20240401114154935.htm,01/04/2024,Mặc dù Luật Đất đai sửa đổi bắt đầu có hiệu lực từ 1/1 năm 2025 nhưng có hai điều của Luật này sẽ có hiệu lực từ ngày 1/4. Đó là các Điều 190 và 248.
https://vtv.vn/kinh-te/viet-nam-dang-thu-hut-cac-cong-ty-da-quoc-gia-20240401120410405.htm,01/04/2024,"Những biến cố địa chính trị gần đây, căng thẳng thương mại đầu tư giữa Mỹ và Trung Quốc đang biến Asean thành nơi thu hút các công ty lớn đến đầu tư, trong đó có Việt Nam."
https://vtv.vn/kinh-te/kim-ngach-xuat-khau-dat-9306-ty-usd-trong-quy-i-20240401130511114.htm,01/04/2024,"5,66% là tốc độ tăng trưởng GDP của Việt Nam trong Quý 1, là mức cao nhất cùng kỳ 5 năm qua trong 3 lĩnh vực: nông nghiệp, công nghiệp xây dựng và dịch vụ."
https://vtv.vn/kinh-te/kho-xac-dinh-gia-tri-boi-thuong-cua-vndirect-20240401134111511.htm,01/04/2024,Đã tròn 1 tuần Công ty chứng khoán VNdirect bị ngắt kết nối với hai sở giao dịch sau sự cố bị tấn công an ninh mạng.
https://vtv.vn/kinh-te/an-do-thiet-hai-khoang-5-gdp-vi-o-nhiem-khong-khi-20240402102305582.htm,02/04/2024,"Không chỉ đe dọa sức khỏe người dân, tại Ấn Độ ô nhiễm không khí còn đang là một trong những gánh nặng chính đe dọa tới tăng trưởng kinh tế nước này."
https://vtv.vn/kinh-te/co-hoi-cho-cac-mat-hang-chu-luc-tu-thi-truong-ty-dan-2024040210492167.htm,02/04/2024,
https://vtv.vn/kinh-te/gia-vang-sang-2-4-vang-sjc-di-ngang-vang-nhan-giam-20240402095636698.htm,02/04/2024,"Sáng 2/4, giá vàng được các doanh nghiệp tăng giá ở chiều mua vào và giữ nguyên giá ở chiều bán ra so với hôm qua."
https://vtv.vn/kinh-te/gia-ca-phe-trong-nuoc-lien-tiep-thiet-lap-ky-luc-20240402092519155.htm,02/04/2024,Giá cà phê trong nước những ngày qua liên tiếp thiết lập những kỷ lục mới và tiến sát mốc 100.000 đồng/kg.
https://vtv.vn/kinh-te/cuc-truong-hang-khong-thieu-hut-may-bay-kha-tram-trong-20240402090858429.htm,02/04/2024,"Với việc triệu hồi động cơ một số máy bay, ngành Hàng không Việt Nam rơi vào tình trạng thiếu hụt đội máy bay khá trầm trọng."
https://vtv.vn/kinh-te/chi-con-10-cua-hang-chua-xuat-hoa-don-ban-le-xang-dau-20240402090036756.htm,02/04/2024,
https://vtv.vn/kinh-te/chuyen-tien-tren-10-trieu-phai-xac-thuc-sinh-trac-hoc-tu-1-7-nguoi-dung-yen-tam-hon-20240402071529734.htm,02/04/2024,Theo quy định mới. từ 1/7 chuyển tiền qua tài khoản trực tuyến hoặc nạp tiền vào ví điện tử trên 10 triệu đồng phải được xác thực sinh trắc học qua khuôn mặt hoặc vân tay.
https://vtv.vn/kinh-te/trung-quoc-huong-toi-phat-trien-ben-vung-20240402000158261.htm,02/04/2024,"Bên cạnh nỗ lực thúc đẩy phục hồi tăng trưởng, phát triển bền vững cũng là một trong những hướng đi quan trọng mà nền kinh tế số 2 thế giới, Trung Quốc đang hướng đến."
https://vtv.vn/kinh-te/kinh-te-phu-quoc-phat-trien-ngoan-muc-sau-20-nam-20240401234106454.htm,02/04/2024,"Năm 2023, doanh thu từ ngành du lịch tại Phú Quốc đạt 6.800 tỷ đồng, tăng 49 lần so với 20 năm trước. Từ ngân sách không đủ chi đến mức thu 7.744 tỷ đồng, gấp hơn 200 lần."
https://vtv.vn/kinh-te/tin-dung-tang-truong-tro-lai-trong-thang-3-20240401151618204.htm,01/04/2024,"Sau 2 tháng tăng trưởng âm, tín dụng trong tháng 3 đã tăng 0,98%."
https://vtv.vn/kinh-te/5g-dong-luc-tang-truong-kinh-te-trung-quoc-20240331165926972.htm,31/03/2024,"Theo một báo cáo gần đây, tại Trung Quốc, thị trường 5G đang phát triển mạnh dự kiến sẽ đóng góp gần 260 tỉ USD vào GDP của Trung Quốc năm 2030."
https://vtv.vn/kinh-te/gia-vang-trong-nuoc-tang-8-trong-quy-i-20240331181225359.htm,31/03/2024,"Giá vàng SJC khép lại quý I với mức tăng trưởng khoảng 8%; riêng tháng 3 tháng tăng hơn 1,25%."
https://vtv.vn/kinh-te/bitcoin-co-the-cham-nguong-150000-usd-trong-nam-nay-20240331181652899.htm,31/03/2024,Nhà quản lý quỹ phòng hộ Mark Yusko dự đoán Bitcoin sẽ tăng hơn gấp đôi trong năm nay và chạm ngưỡng 150.000 USD đổi 1 Bitcoin.
https://vtv.vn/kinh-te/gop-von-kinh-doanh-binh-thuong-20240331185542935.htm,31/03/2024,Đã có hàng trăm người dân tham gia góp vốn cho CTCP tập đoàn Tâm Lộc Phát dưới hình thức hợp đồng góp vốn kinh doanh và hợp đồng góp vốn cổ đông.
https://vtv.vn/kinh-te/than-trong-khi-ap-thue-phong-ve-thuong-mai-20240331203526658.htm,31/03/2024,Cần thận trọng khi áp dụng biện pháp phòng vệ thương mại vì một số ngành có thể bị ảnh hưởng đến sản xuất và mất lợi thế cạnh tranh khi xuất khẩu.
https://vtv.vn/kinh-te/xuat-khau-rau-qua-xac-lap-ky-luc-moi-20240331100732095.htm,31/03/2024,"Theo Hiệp hội Rau quả Việt Nam, đến hết tháng 3 này, xuất khẩu toàn ngành đạt gần 1,3 tỷ USD, tăng 27% so với cùng kỳ."
https://vtv.vn/kinh-te/sap-co-sieu-may-tinh-tri-gia-100-ty-usd-20240331102141486.htm,31/03/2024,Truyền thông Mỹ mới đây đang xôn xao về một dự án xây dựng siêu máy tính trị giá 100 tỷ USD của Microsoft và OpenAI.
https://vtv.vn/kinh-te/lai-suat-cho-vay-mua-nha-dua-giam-lai-tha-noi-van-cao-20240331102549132.htm,31/03/2024,Lãi suất cho vay mua nhà tại nhiều ngân hàng đã giảm mạnh xuống còn từ 5-6%/năm trong thời gian ưu đãi.
https://vtv.vn/kinh-te/bo-cong-thuong-de-xuat-nhieu-diem-moi-ve-kinh-doanh-xang-dau-20240331091602623.htm,31/03/2024,Bộ Công Thương đề xuất một số thay đổi về công thức và cơ chế giá xăng dầu để đáp ứng tình hình thực tiễn.
https://vtv.vn/kinh-te/ngan-hang-nha-nuoc-phe-duyet-14-ngan-hang-co-tam-quan-trong-he-thong-20240331090650017.htm,31/03/2024,14 ngân hàng được yêu cầu giám sát chặt chẽ theo quyết định vừa được Ngân hàng Nhà nước ban hành.
https://vtv.vn/kinh-te/chung-khoan-vndirect-ket-noi-lai-voi-hose-20240401142608325.htm,01/04/2024,"Sau một tuần đóng cổng, VNDirect đã giao dịch trở lại; đồng thời đưa ra một loạt chính sách để bù đắp thiệt hại cho các nhà đầu tư trong suốt thời gian gián đoạn."
https://vtv.vn/kinh-te/vf-5-plus-thang-ap-dao-voi-giai-thuong-kep-xe-cua-nam-2024-20240401113834488.htm,01/04/2024,"Giải thưởng “Xe của năm"" 2024 mang tên VF 5 Plus với 2 cú đúp, siêu tiết kiệm và trang bị vượt xa tầm tiền."
https://vtv.vn/kinh-te/chinh-sach-moi-ve-tien-luong-co-hieu-luc-tu-thang-4-2024-20240401094729965.htm,01/04/2024,"Trong tháng 4/2024, một số chính sách mới về tiền lương bắt đầu có hiệu lực."
https://vtv.vn/kinh-te/gia-vang-sang-ngay-1-4-vang-nhan-tang-500000-600000-dong-luong-20240401093602483.htm,01/04/2024,Giá vàng sáng 1/4 được các doanh nghiệp niêm yết mức ổn định quanh 81 triệu đồng/lượng; trong khi vàng nhẫn tăng 500.000 600.000 đồng/lượng.
https://vtv.vn/kinh-te/gia-gas-quay-dau-giam-nhe-20240401092157956.htm,01/04/2024,"Giá gas bán lẻ trong nước tháng 4 đã ""quay đầu"" giảm nhẹ kể từ hôm nay 1/4."
https://vtv.vn/kinh-te/vndirect-cong-bo-chinh-sach-ho-tro-nha-dau-tu-sau-su-co-giao-dich-20240401091505509.htm,01/04/2024,Công ty cổ phần Chứng khoán VNDirect (VNDirect) đã đưa ra chính sách hỗ trợ khách hàng sau sự cố làm gián đoạn giao dịch một tuần qua.
https://vtv.vn/kinh-te/phat-trien-nong-nghiep-huu-co-20240401103323361.htm,01/04/2024,Phát triển nông nghiệp hữu cơ đang là hướng đi của nhiều vùng chuyên canh trên cả nước.
https://vtv.vn/kinh-te/tu-ngay-1-4-tp-ho-chi-minh-chi-thong-bao-tien-dien-qua-app-20240331183232164.htm,01/04/2024,"Từ hôm nay, thông báo tiền điện với các hộ dân ở TP Hồ Chí Minh sẽ chỉ được gửi qua ứng dụng EVNHCMC CSKH thay vì cách truyền thống."
