Categorical,Date,Url,Pred,Title,Summary,ModelVersion,id
clxb8y9a400ml80pydfwmrmlv,2024-06-13 11:15:00,https://vtv.vn/kinh-te/luat-dat-dai-2024-dam-bao-quyen-loi-cho-nguoi-dan-co-dat-bi-thu-hoi-2024061309271107.htm,Luật Đất đai 2024 chính là quyền lợi của người dân có đất trong diện bị thu hồi.,Luật Đất đai 2024: Đảm bảo quyền lợi cho người dân có đất bị thu hồi,Một trong những điểm mới của Luật Đất đai 2024 chính là quyền lợi của người dân có đất trong diện bị thu hồi để làm các dự án được đảm bảo.,0.1.1,aea0628d-facc-4b7f-8727-52aee465ddc2
clxb8y9a400ml80pydfwmrmlv,2024-06-13 11:14:00,https://vtv.vn/kinh-te/tp-ho-chi-minh-can-64-trieu-ty-dong-von-dau-tu-cho-giai-doan-2021-2030-20240613090935927.htm,"Chủ tịch UBND TP Hồ Chí Minh cho biết cần khoảng 6,4 triệu tỷ đồng vốn đầu tư cho giai đoạn 2021-2030, tầm nhìn đến năm 2050.","TP Hồ Chí Minh cần 6,4 triệu tỷ đồng vốn đầu tư cho giai đoạn 2021-2030","Theo Dự thảo báo cáo quy hoạch TP Hồ Chí Minh, trong giai đoạn 2021-2030, thành phố dự kiến sẽ cần khoảng 6,4 triệu tỷ đồng vốn đầu tư.",0.1.1,fc6760a9-ecef-4f22-a781-3e0ea33ce7b5
clxb8y9a700mm80py8x2rebws,2024-06-13 09:35:00,https://vtv.vn/the-gioi/tieng-viet-tro-thanh-ngon-ngu-chinh-thuc-tai-san-francisco-my-20240613060732924.htm,Một trong những ngôn ngữ chính ở San Francisco Một nghị quyết định gọi tên Việt trở thành một trong những ngôn ngữ chính ở San Francisco 1 nghị quyết định gọi tên Việt trở thành một trong những ngôn ngữ chính ở San Francisco 1 nghị quyết định gọi tên Việt trở thành một trong những ngôn ngữ chính ở San Francisco,"Tiếng Việt trở thành ngôn ngữ chính thức tại San Francisco, Mỹ",Tiếng Việt sẽ trở thành một trong những ngôn ngữ chính ở San Francisco một trong những thành phố náo nhiệt và đông đúc nhất nước Mỹ.,0.1.1,0d504251-3530-4d02-8f79-9d027050ff3f
clxb8y9a700mm80py8x2rebws,2024-06-13 08:10:00,https://vtv.vn/xa-hoi/3-bo-con-cung-tham-gia-duong-day-ma-tuy-duong-hang-khong-tu-viet-nam-di-uc-20240613070355759.htm,"Từ ngày 15/4 đến 14/5, các đường bộ bị ma túy xuyên quốc gia từ Việt Nam đi Úc bằng cách lợi dụng dịch vụ ma túy.",3 bố con cùng tham gia đường dây ma tuý đường hàng không từ Việt Nam đi Úc,"Công an TP Hải Phòng cho biết vừa phát hiện, triệt phá đường dây mua bán, vận chuyển trái phép chất ma túy xuyên quốc gia từ Việt Nam đi Úc qua đường hàng không.",0.1.1,2a2a1f1c-1faf-423c-a83a-8cd4dd1e96ea
clxb8y9a700mm80py8x2rebws,2024-06-13 06:09:00,https://vtv.vn/xa-hoi/si-quan-viet-nam-trung-tuyen-vao-lam-viec-tai-tru-so-lien-hop-quoc-2024061300095547.htm,"Ngày 12/5, Tổng cục trưởng Cục GGHB Việt Nam cho biết đã có những lời kiến của Ủy ban Thường vụ, Bộ Quốc phòng tổ chức trao Quyết định của Phó Cục Quản lý vận hành hoạt động GGHB Liên Hợp Quốc.",Sĩ quan Việt Nam trúng tuyển vào làm việc tại Trụ sở Liên Hợp Quốc,"Thượng tá Trương Anh Tuấn đã được lựa chọn vào vị trí Sĩ quan Quân vụ, Văn phòng Các vấn đề Quân vụ, Cục Hoạt động hòa bình tại Trụ sở Liên Hợp Quốc.",0.1.1,370c0849-cda6-4239-b3fb-85af3a6af9bc
clxb8y9a700mm80py8x2rebws,2024-06-13 06:00:00,https://vtv.vn/xa-hoi/bao-dong-thuc-trang-tai-o-nhiem-kenh-rach-o-tp-ho-chi-minh-20240612201530123.htm,"Nhiều người dân đang lo lắng khi bắt đầu từ các dòng kênh đã cải tạo, nước lớn tràn lên thì bao xốp nổi tiếng với thực trạng tái ô nhiễm tại các dòng kênh đã cải tạo, thu hút sự chú ý của người dân.",Báo động thực trạng tái ô nhiễm kênh rạch ở TP. Hồ Chí Minh,"TP Hồ Chí Minh đang đối mặt với thực trạng tái ô nhiễm tại các dòng kênh đã cải tạo, đặc biệt là khi mùa mưa tới.",0.1.1,77c7e152-eae6-4f01-8001-4db08e5a9dcb
clxb8y9a700mm80py8x2rebws,2024-06-13 05:50:00,https://vtv.vn/xa-hoi/bo-tong-tham-muu-kiem-tra-ket-qua-huan-luyen-vung-5-hai-quan-20240612201107358.htm,"Theo Bộ Tổng Tham mưu đã đến kiểm tra kết quả huấn luyện giai đoạn 1 năm 2024 tại Lữ đoàn 175,Q Vùng 5 Hải quân.",Bộ Tổng Tham mưu kiểm tra kết quả huấn luyện Vùng 5 Hải quân,"Chiều 12/6, tại huyện Năm Căn (Cà Mau), đoàn công tác của Bộ Tổng Tham mưu đã đến kiểm tra kết quả huấn luyện giai đoạn 1 năm 2024 tại Lữ đoàn 175 , BTL Vùng 5 Hải quân.",0.1.1,0ea6b22a-e143-40f2-9407-d8e198d64717
clxb8y9a700mm80py8x2rebws,2024-06-13 05:14:00,https://vtv.vn/doi-song/trung-tam-y-te-thi-tran-truong-sa-cap-cuu-ngu-dan-gap-tai-nan-20240612223953302.htm,"Trung tâm y tế Khánh Hòa tiếp nhận và cấp cứu ngư dân Phạm Khắc Sáu, 54 tuổi, bị tai nạn giao thông.",Trung tâm y tế thị trấn Trường Sa cấp cứu ngư dân gặp tai nạn,"Một ngư dân tỉnh Bình Định bị lưới cuốn vào tay làm dập nát, đứt lìa bốn ngón của bàn tay trái khi đang đánh bắt hải sản.",0.1.1,395f15ee-1177-47ff-b93c-4fd007b7f48c
clxb8y9a700mm80py8x2rebws,2024-06-13 11:23:00,https://vtv.vn/xa-hoi/canh-bao-toi-pham-to-chuc-danh-bac-duoi-hinh-thuc-ca-do-bong-da-mua-euro-2024061311121611.htm,Công an tỉnh Thái Bình vừa phát đi thông tin cảnh báo tội phạm tổ chức đánh bạc và đánh bạc dưới hình thức cá độ bóng đá mùa Euro và Copa America năm 2024.,Cảnh báo tội phạm tổ chức đánh bạc dưới hình thức cá độ bóng đá mùa Euro,"Ngày 13/6, Công an tỉnh Thái Bình vừa phát đi thông tin cảnh báo tội phạm tổ chức đánh bạc và đánh bạc dưới hình thức cá độ bóng đá mùa Euro và Copa America năm 2024.",0.1.1,c8f3b063-7fb1-48a8-9536-66ecfd8fa17c
clxb8y9a700mm80py8x2rebws,2024-06-13 11:22:00,https://vtv.vn/xa-hoi/truy-bat-nhom-thanh-thieu-nien-lang-lach-danh-vong-tren-duong-20240613112053507.htm,Một nhóm thanh thiếu niên điều khiển mô tô tốc độ cao vừa bị Công an TP Huế bắt giữ.,"Truy bắt nhóm thanh thiếu niên lạng lách, đánh võng trên đường","Lạng lách, đánh võng trên đường phố, một nhóm thanh thiếu niên điều khiển mô tô tốc độ cao vừa bị Công an TP Huế, tỉnh Thừa Thiên Huế bắt giữ.",0.1.1,9ec8a39b-c097-4063-a1c3-736630b2745c
clxb8y9a700mm80py8x2rebws,2024-06-13 11:48:00,https://vtv.vn/xa-hoi/xay-ra-2-tran-dong-dat-tai-kon-tum-20240613103619266.htm,"Từ giữa năm đến nay, các trận động đất có độ lớn 3,1 và 2,9 độ richter tại huyện Tu Mơ Rông, tỉnh Kon Tum.",Xảy ra 2 trận động đất tại Kon Tum,"Rạng sáng 13/6, xảy ra 2 trận động đất có độ lớn 3,1 và 2,9 độ richter tại huyện Tu Mơ Rông, tỉnh Kon Tum.",0.1.1,c3e6dd88-c516-447c-9db1-7c8bc593dfe4
clxb8y9a800mn80py4ryzcgnv,2024-06-13 10:18:00,https://tuoitre.vn/quan-xa-ven-bien-da-nang-chuong-thanh-toan-so-20240613092622446.htm,"Nhiều cửa hàng 'tạp' không tiền mặt bằng tiền mặt gây ách tắc giao thông, làm gì để bịt lỗ?' - một số quán xá trên cả nước đang lo quá tải.",Quán xá ven biển Đà Nẵng chuộng thanh toán số,"Qua nhiều năm triển khai các hoạt động chuyển đổi số, đến nay hầu hết các cửa hàng ven biển ở Đà Nẵng đều có tỉ lệ giao dịch không tiền mặt hằng ngày đạt hơn 80%.",0.1.1,8a1de73a-eb72-4c32-932e-8e2df1e9f64c
clxb8y9a800mn80py4ryzcgnv,2024-06-13 09:55:00,https://tuoitre.vn/tap-doan-t-t-cua-bau-hien-muon-ban-74-5-trieu-co-phieu-shb-nhung-bat-thanh-20240612191534757.htm,"Tập đoàn T&T cùng những người có liên quan đến nhà đầu tư tài chính quốc tế (bổ hết cổ phiếu) với lãi suất 261, thấp nhất trong năm nay.","Tập đoàn T&T của bầu Hiển muốn bán 74,5 triệu cổ phiếu SHB nhưng bất thành","Tập đoàn T&T đăng ký bán ra 74,5 triệu cổ phiếu của Ngân hàng SHB. Tuy nhiên giao dịch không thành công vì lý do ""không đạt kỳ vọng"".",0.1.1,671a6176-90fa-4ef9-b808-7a9177f37715
clxb8y9a800mn80py4ryzcgnv,2024-06-12 20:58:00,https://tuoitre.vn/bat-dong-san-mon-moi-cho-ket-noi-duong-vanh-dai-metro-ben-thanh-suoi-tien-20240612190158189.htm,"Chiều tối 12-5, UBND TP.HCM đã công bố kế hoạch bán hàng của UBND TP.HCM để mở cửa, song song song song không để nhà ga hành thương mại.","Bất động sản mòn mỏi chờ kết nối đường vành đai, metro Bến Thành - Suối Tiên","Metro Bến Thành - Suối Tiên lại xin lùi thời gian vận hành thương mại, trong khi việc khép tuyến vành đai 2 đình trệ gần 4 năm khiến các doanh nghiệp địa ốc mòn mỏi chờ kết nối với những cung đường quan trọng này.",0.1.1,a9868f29-37d8-4bc5-9730-19159c4a9026
clxb8y9a800mn80py4ryzcgnv,2024-06-12 20:25:00,https://tuoitre.vn/tang-luong-tu-1-7-khong-de-tang-gia-bat-hop-ly-mat-di-y-nghia-tang-luong-2024061219461712.htm,"Theo Bộ Tài chính, Bộ Tài chính cho thấy cần làm rõ tình trạng ""minh' với chỉ cần có cơ chế phù hợp, không báo cáo đề xuất lộ trình làm gì để buộc phải theo ý nghĩa khi báo cáo các cơ chế phù hợp, dịch vụ.","Tăng lương từ 1-7: Không để tăng giá bất hợp lý, mất đi ý nghĩa tăng lương","Phó thủ tướng Lê Minh Khái yêu cầu thanh tra, kiểm tra quá trình niêm yết thực hiện các chính sách, quy định về giá. Không để tăng lương dẫn đến tăng giá bất hợp lý.",0.1.1,1a5f9742-8663-433d-b77f-603d63f39b08
clxb8y9a800mn80py4ryzcgnv,2024-06-12 15:11:00,https://tuoitre.vn/chuyen-dong-o-veam-sau-vu-tong-giam-doc-bi-bat-thay-ke-toan-truong-von-hoa-boc-hoi-nghin-ti-20240612150232077.htm,"VEAM vừa công bố kết phiên ngày 12-6, tổng công ty cổ phần lớn của VEAM với mức đầu tư gần 2,5 triệu cổ tức năm 2023 với lãi suất 12-6.","Chuyển động ở VEAM sau vụ tổng giám đốc bị bắt: Thay kế toán trưởng, vốn hóa ‘bốc hơi’ nghìn tỉ","Tại phiên giao dịch ngày 12-6, cổ phiếu VEA giảm 2,53%, vốn hóa 'bốc hơi' gần 1.900 tỉ đồng. Khối ngoại cũng 'xả' ròng khá lớn mã này hôm nay.",0.1.1,6f2b1f41-400e-4db5-a362-cafb2221413f
clxb8y9a800mn80py4ryzcgnv,2024-06-12 15:07:00,https://tuoitre.vn/vi-sao-gia-vang-mieng-sjc-khong-giam-them-20240612145125441.htm,"Giá vàng miếng SJC bán ra hôm nay 12-6 đã hạ đỉnh đỉnh mới trong 4 phiên. Trong đó, giá vàng miếng cũng tăng thêm hơn 100.000 đồng/lượng.",Vì sao giá vàng miếng SJC không giảm thêm?,Giá vàng nhẫn tăng 100.000 đồng/lượng sau khi giá vàng thế giới trở lại ngưỡng 2.300 USD/ounce. Trong khi giá vàng miếng SJC đứng im.,0.1.1,d09de728-ab1e-442d-b7ae-3cefd727a54f
clxb8y9a800mn80py4ryzcgnv,2024-06-12 14:41:00,https://tuoitre.vn/hon-4-5-trieu-luot-khach-tuong-tac-voi-le-hoi-song-nuoc-tp-hcm-20240612141744941.htm,"Sở Du lịch TP.HCM ước tính đã có 1,3 triệu lượt khách đến tham quan, trải nghiệm du lịch đường thủy.","Hơn 4,5 triệu lượt khách tương tác với Lễ hội sông nước TP.HCM","Sau 10 ngày tổ chức với gần 20 hoạt động trong khuôn khổ sự kiện, Lễ hội sông nước TP.HCM năm 2024 đã ghi nhận 4,5 triệu lượt người dân, du khách tham gia, tương tác trực tiếp.",0.1.1,c865a189-9457-46f6-b089-443dc0386e0d
clxb8y9a800mn80py4ryzcgnv,2024-06-12 12:04:00,https://tuoitre.vn/vietcombank-ban-vang-online-tu-hom-nay-12-6-20240612115413071.htm,"Từ cuối tháng 4 đến nay, giá vàng miếng đã hạ nhiệt. Ngân hàng Nhà nước đã hạ tỉ bán vàng. Tuy nhiên, không chỉ để mua vàng miếng, rửa hết sản phẩm bán vàng.",Vietcombank bán vàng online từ hôm nay 12-6,"Vietcombank vừa thông báo triển khai bán vàng online trên website từ hôm nay, 12-6.",0.1.1,5272caad-f9fb-450a-8536-e99fdbcdfee3
clxb8y9a800mn80py4ryzcgnv,2024-06-12 09:48:00,https://tuoitre.vn/co-phieu-veam-tang-gia-von-hoa-doanh-nghiep-o-to-lon-nhat-san-gan-2-5-ti-usd-20240612085536881.htm,"Cổ phiếu VEAM vừa có văn bản gửi Ủy ban Chứng khoán Nhà nước vừa có văn bản gửi Ủy ban Chứng khoán Nhà nước vừa có văn bản gửi Ủy ban Chứng khoán Nhà nước với VietinBank, quan chức năng thẩm định chi trả cổ tức năm 2023 với lãi suất 16.28","Cổ phiếu VEAM tăng giá, vốn hóa doanh nghiệp ô tô lớn nhất sàn gần 2,5 tỉ USD",Giá cổ phiếu VEA vẫn tiếp đà tăng sau khi Tổng công ty Máy động lực và Máy nông nghiệp Việt Nam (VEAM) bãi nhiệm chức tổng giám đốc với ông Phan Phạm Hà.,0.1.1,d3b3b615-ba5e-4d69-8fdb-626572fbd9fd
clxb8y9a800mn80py4ryzcgnv,2024-06-12 09:03:00,https://tuoitre.vn/lua-dao-mang-van-tung-hoanh-2024061201244308.htm,"Nhiều người dùng Việt bị đánh cắp mật khẩu các doanh nghiệp Việt Nam đã lừa lấy mật khẩu các tài khoản ngân hàng, trong đó có những kẻ gian gian qua đang gióng hồi chuông cửa hàng loạt các kẻ lừa đảo sử dụng các thiết bị gian gian qua.",Lừa đảo mạng vẫn tung hoành,"Với sự hỗ trợ của các công cụ AI, tội phạm lừa đảo trên mạng có thể sử dụng hình thức tấn công có tên gọi Bruteforce nhằm tìm ra tên đăng nhập và mật khẩu chính xác để truy cập vào hệ thống, mức độ thiệt hại của người dùng càng nghiêm trọng hơn.",0.1.1,79104e22-0de0-4a70-9aba-510aff4fa6c3
clxb8y9a800mn80py4ryzcgnv,2024-06-12 09:03:00,https://tuoitre.vn/livestream-ban-hang-tien-ti-quan-ly-ra-sao-20240612085446571.htm,"Nhiều người bán hàng đang hoang hoang, không ít sản phẩm thẻ điện tử có kế hoạch livestream tiếp, thậm chí chuẩn bị lên xu hướng.",Livestream bán hàng tiền tỉ: Quản lý ra sao?,"Livestream bán hàng trên mạng đang rất sôi động, có người thu về hàng chục, thậm chí hàng trăm tỉ đồng mỗi ngày từ hoạt động này.",0.1.1,9cff748a-1a4f-46ff-9f5c-54ffea65a8a3
clxb8y9aa00mo80pygn4ocard,2024-06-12 11:22:00,https://tuoitre.vn/ti-phu-elon-musk-bo-kien-cha-de-chatgpt-20240612111928845.htm,"Trong vụ ""cha đẻ' của hãng xe điên đươc gọi là doanh nghiệp, ngân hàng thương hiệu, hãng xe điên đươc gọi là doanh nghiệp vơi tỉ phú Elon Musk.",Tỉ phú Elon Musk bỏ kiện 'cha đẻ' ChatGPT,Luật sư đại diện cho ông Elon Musk đã đề nghị tòa án hủy bỏ vụ kiện OpenAI và hai nhà đồng sáng lập mà không đưa ra lý do.,0.1.1,4b0aff5e-7b4b-42df-8255-67651ad601fb
clxb8y9aa00mo80pygn4ocard,2024-06-12 09:03:00,https://tuoitre.vn/lua-dao-mang-van-tung-hoanh-2024061201244308.htm,"Nhiều người dùng Việt bị đánh cắp mật khẩu các doanh nghiệp Việt Nam đã lừa lấy mật khẩu các tài khoản ngân hàng, trong đó có những kẻ gian gian qua đang gióng hồi chuông cửa hàng loạt các kẻ lừa đảo sử dụng các thiết bị gian gian qua.",Lừa đảo mạng vẫn tung hoành,"Với sự hỗ trợ của các công cụ AI, tội phạm lừa đảo trên mạng có thể sử dụng hình thức tấn công có tên gọi Bruteforce nhằm tìm ra tên đăng nhập và mật khẩu chính xác để truy cập vào hệ thống, mức độ thiệt hại của người dùng càng nghiêm trọng hơn.",0.1.1,9505c910-310a-4085-8a27-8be9af51351f
clxb8y9aa00mo80pygn4ocard,2024-06-09 09:50:00,https://tuoitre.vn/tranh-bi-tru-tien-oan-o-vi-dien-tu-app-ngan-hang-nho-quan-ly-thanh-toan-lien-ket-20240609000525184.htm,"Nhiều chuyên gia cho rằng dù đã bắt đầu sớm, nhưng nhiều người dùng vẫn đang hối đầu nhưng vẫn để lại nhiều cách thức ""bơm tiền"" để bắt đầu thanh toán một số tiền ""bơm tiền.","Tránh bị trừ tiền oan ở ví điện tử, app ngân hàng nhờ quản lý thanh toán liên kết","Người dùng có thể theo dõi, kiểm soát cũng như đặt giới hạn chi tiêu đối với các dịch vụ thanh toán liên kết với ứng dụng ngân hàng, ví điện tử dễ dàng, không phải lo bỗng dưng bị trừ tiền oan.",0.1.1,79a5a7dd-a0d7-49a4-92ff-0ef3d4051510
clxb8y9ab00mp80pylowv7zdx,2024-06-12 21:11:00,https://tuoitre.vn/doi-canh-hang-khong-va-du-lich-chua-biet-bay-ve-dau-20240612194607464.htm,"Sáng 12-5, ông Nguyễn Thị Hoàng - chủ tịch UBND tỉnh Bình Định, cho biết cần có kế hoạch hợp tác với các bộ ngành hàng không để du lịch bắt tay hợp tác đến nay để đón những điều kiện quan trọng.",Đôi cánh hàng không và du lịch chưa biết bay về đâu,"Liên kết giữa hàng không và du lịch lại được đặt ra trong bối cảnh giá vé máy bay tăng được nhiều đại biểu khẳng định là cần thiết khi vấn đề này được đặt ra trong vài chục năm qua vẫn ở mức nhỏ lẻ, thời vụ.",0.1.1,f2f59e29-9693-47e8-bb98-0be37cd707a8
clxb8y9ab00mp80pylowv7zdx,2024-06-12 20:06:00,https://tuoitre.vn/tp-hcm-yeu-cau-xe-buyt-2-tang-khong-don-tra-khach-tren-duong-nguyen-hue-20240612190621283.htm,Sở Xây dựng TP.HCM yêu cầu Sở Xây dựng TP.HCM yêu cầu Sở Xây dựng TP.HCM yêu cầu Sở Xây dựng TP.HCM yêu cầu Sở Xây dựng TP.HCM xử lý vi phạm giao thông với số hiệu chức năng trực tuyến xe buýt 2 tầng.,TP.HCM: Yêu cầu xe buýt 2 tầng không đón trả khách trên đường Nguyễn Huệ,Sở Xây dựng TP.HCM chỉ đạo Trung tâm Quản lý hạ tầng kỹ thuật yêu cầu đơn vị vận hành tuyến xe buýt 2 tầng không đón trả khách tại nhà chờ trước địa chỉ 92-96 Nguyễn Huệ (quận 1).,0.1.1,5b2a45de-ed8e-41f5-9fc5-c19ba3471a78
clxb8y9ab00mp80pylowv7zdx,2024-06-12 17:44:00,https://tuoitre.vn/nha-trang-diem-den-tiem-nang-cho-dong-khach-nghi-huu-20240612171326254.htm,"Du khách về đến Khánh Hòa rất nhiều lần nghỉ hưu, các chuyến nghỉ dưỡng biển đẹp nhất thế giới dành cho người nghỉ hưu Khánh Hòa, trong đó có du khách đến 1,1 nơi có nhiều tour trải nghiệm.",Nha Trang - điểm đến tiềm năng cho dòng khách nghỉ hưu,"TP Nha Trang (Khánh Hòa) không chỉ là điểm đến được các du khách trẻ ưa thích với đủ các loại hình giải trí, mà đây còn là địa điểm được nhiều du khách lớn tuổi, trong đó có dòng khách nghỉ hưu chọn lựa để nghỉ dưỡng.",0.1.1,dca06293-94b2-4d7e-b659-caf92f1186c3
clxb8y9ab00mp80pylowv7zdx,2024-06-12 16:50:00,https://tuoitre.vn/nut-that-kho-noi-cua-du-lich-quang-binh-duoc-mo-bang-cong-trinh-tien-ti-20240612155816848.htm,"Sáng 22-5, UBND tỉnh Quảng Bình đã công bố kế hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch hoạch",Nút thắt ‘khó nói’ của du lịch Quảng Bình được mở bằng công trình tiền tỉ,"Nút thắt “khó nói” của du lịch Quảng Bình được tháo gỡ, khi tỉnh đưa vào hoạt động 5 nhà vệ sinh công cộng “xịn” dọc các điểm du lịch lớn của TP Đồng Hới.",0.1.1,a07f2660-139c-4840-90cf-a9331973fdcf
